bill_id,bill_number,bill_type,congress,cosponsors_by_party_D,cosponsors_by_party_R,introduced_at,sponsor_SGID,total_cosponser
hres1026-115,1026,hres,115,,14,2018-07-25,1952,14
hres333-115,333,hres,115,1,,2017-05-17,1833,1
hres836-115,836,hres,115,1,1,2018-04-23,1629,2
hres733-115,733,hres,115,18,3,2018-02-07,1787,21
hres1159-115,1159,hres,115,20,4,2018-11-27,1699,24
hres317-115,317,hres,115,20,23,2017-05-04,989,43
hres133-115,133,hres,115,27,32,2017-02-16,1852,59
hres201-115,201,hres,115,12,20,2017-03-16,989,32
hres1162-115,1162,hres,115,,2,2018-11-29,347,2
hres44-115,44,hres,115,19,,2017-01-11,1629,19
hres89-115,89,hres,115,,1,2017-02-03,1435,1
hres321-115,321,hres,115,4,1,2017-05-11,1835,5
hres931-115,931,hres,115,21,12,2018-06-08,688,33
hres743-115,743,hres,115,4,1,2018-02-16,1322,5
hres298-115,298,hres,115,1,1,2017-04-28,1489,2
hres565-115,565,hres,115,22,1,2017-10-10,1950,23
hres529-115,529,hres,115,37,10,2017-09-18,703,47
hres361-115,361,hres,115,33,,2017-05-25,1860,33
hres132-115,132,hres,115,20,,2017-02-16,282,20
hres966-115,966,hres,115,,8,2018-06-26,1970,8
hres795-115,795,hres,115,1,1,2018-03-21,1451,2
hres1004-115,1004,hres,115,23,,2018-07-19,1212,23
hres232-115,232,hres,115,3,11,2017-03-27,1982,14
hres407-115,407,hres,115,3,32,2017-06-26,1925,35
hres218-115,218,hres,115,42,31,2017-03-21,1954,73
hres433-115,433,hres,115,,6,2017-07-11,515,6
hres817-115,817,hres,115,59,1,2018-04-11,1542,60
hres1089-115,1089,hres,115,,20,2018-09-27,1343,20
hres893-115,893,hres,115,4,2,2018-05-15,1554,6
hres165-115,165,hres,115,4,1,2017-03-02,1451,5
hres783-115,783,hres,115,1,2,2018-03-14,1449,3
hres443-115,443,hres,115,7,7,2017-07-13,1915,14
hres368-115,368,hres,115,20,,2017-05-25,1390,20
hres1031-115,1031,hres,115,187,,2018-07-25,1981,187
hres1103-115,1103,hres,115,1,,2018-09-28,1775,1
hres927-115,927,hres,115,181,,2018-06-07,284,181
hres789-115,789,hres,115,11,7,2018-03-19,1797,18
hres1175-115,1175,hres,115,,1,2018-12-11,1551,1
hres644-115,644,hres,115,46,5,2017-12-04,1699,51
hres307-115,307,hres,115,2,41,2017-05-03,1669,43
hres756-115,756,hres,115,27,4,2018-02-27,1791,31
hres498-115,498,hres,115,,2,2017-08-29,1397,2
hres366-115,366,hres,115,1,,2017-05-25,1849,1
hres531-115,531,hres,115,45,6,2017-09-21,1699,51
hres325-115,325,hres,115,6,,2017-05-16,1977,6
hres1067-115,1067,hres,115,3,,2018-09-13,1939,3
hres97-115,97,hres,115,1,,2017-02-07,1002,1
hres515-115,515,hres,115,4,,2017-09-13,1398,4
hres266-115,266,hres,115,,4,2017-04-06,1956,4
hres291-115,291,hres,115,39,,2017-04-27,1542,39
hres470-115,470,hres,115,9,5,2017-07-24,1629,14
hres1028-115,1028,hres,115,,14,2018-07-25,1829,14
hres128-115,128,hres,115,83,31,2017-02-15,1078,114
hres614-115,614,hres,115,15,6,2017-11-09,621,21
hres571-115,571,hres,115,25,1,2017-10-12,1926,26
hres624-115,624,hres,115,8,10,2017-11-15,1899,18
hres594-115,594,hres,115,1,,2017-10-31,1541,1
hres158-115,158,hres,115,4,,2017-02-28,231,4
hres930-115,930,hres,115,12,4,2018-06-08,1699,16
hres226-115,226,hres,115,1,,2017-03-23,1319,1
hres247-115,247,hres,115,7,,2017-04-04,1324,7
hres549-115,549,hres,115,12,,2017-10-02,1908,12
hres60-115,60,hres,115,,35,2017-01-24,1538,35
hres447-115,447,hres,115,7,,2017-07-14,1999,7
hres777-115,777,hres,115,20,5,2018-03-13,1078,25
hres1088-115,1088,hres,115,1,,2018-09-26,1612,1
hres191-115,191,hres,115,3,,2017-03-10,1908,3
hres1108-115,1108,hres,115,1,1,2018-09-28,1697,2
hres1100-115,1100,hres,115,7,6,2018-09-28,1782,13
hres596-115,596,hres,115,1,1,2017-10-31,1916,2
hres14-115,14,hres,115,,57,2017-01-03,1706,57
hres87-115,87,hres,115,3,,2017-02-03,1584,3
hres471-115,471,hres,115,5,,2017-07-24,1935,5
hres730-115,730,hres,115,31,16,2018-02-07,1435,47
hres341-115,341,hres,115,24,7,2017-05-18,1435,31
hres1003-115,1003,hres,115,,2,2018-07-18,871,2
hres344-115,344,hres,115,40,3,2017-05-19,282,43
hres224-115,224,hres,115,11,,2017-03-23,258,11
hres511-115,511,hres,115,3,2,2017-09-08,1620,5
hres387-115,387,hres,115,2,,2017-06-15,1319,2
hres784-115,784,hres,115,,3,2018-03-14,1990,3
hres202-115,202,hres,115,12,13,2017-03-16,1822,25
hres950-115,950,hres,115,2,,2018-06-19,1669,2
hres825-115,825,hres,115,9,2,2018-04-13,1297,11
hres627-115,627,hres,115,2,2,2017-11-16,1637,4
hres1009-115,1009,hres,115,,2,2018-07-23,1827,2
hres479-115,479,hres,115,8,,2017-07-27,1328,8
hres337-115,337,hres,115,18,3,2017-05-18,1840,21
hres842-115,842,hres,115,1,4,2018-04-24,1646,5
hres935-115,935,hres,115,10,3,2018-06-12,872,13
hres574-115,574,hres,115,4,3,2017-10-19,1584,7
hres704-115,704,hres,115,1,1,2018-01-18,1683,2
hres840-115,840,hres,115,14,15,2018-04-24,187,29
hres537-115,537,hres,115,3,,2017-09-26,1078,3
hres555-115,555,hres,115,37,,2017-10-04,1459,37
hres738-115,738,hres,115,12,1,2018-02-14,1803,13
hres894-115,894,hres,115,,3,2018-05-15,1700,3
hres731-115,731,hres,115,52,,2018-02-07,1319,52
hres278-115,278,hres,115,,2,2017-04-25,1794,2
hres486-115,486,hres,115,6,6,2017-07-28,1541,12
hres474-115,474,hres,115,19,,2017-07-25,593,19
hres186-115,186,hres,115,92,,2017-03-09,1328,92
hres1076-115,1076,hres,115,2,,2018-09-25,1680,2
hres106-115,106,hres,115,1,,2017-02-07,1461,1
hres799-115,799,hres,115,61,,2018-03-22,1797,61
hres807-115,807,hres,115,13,,2018-03-23,1212,13
hres88-115,88,hres,115,4,5,2017-02-03,1729,9
hres21-115,21,hres,115,2,3,2017-01-03,617,5
hres244-115,244,hres,115,19,3,2017-04-03,1914,22
hres561-115,561,hres,115,2,1,2017-10-06,1626,3
hres93-115,93,hres,115,1,,2017-02-06,1504,1
hres1138-115,1138,hres,115,39,15,2018-11-06,319,54
hres721-115,721,hres,115,7,1,2018-02-02,1904,8
hres405-115,405,hres,115,143,1,2017-06-26,1786,144
hres676-115,676,hres,115,22,19,2018-01-05,1002,41
hres168-115,168,hres,115,1,,2017-03-02,1816,1
hres850-115,850,hres,115,23,,2018-04-26,1562,23
hres250-115,250,hres,115,4,,2017-04-05,1797,4
hres269-115,269,hres,115,50,14,2017-04-06,1688,64
hres77-115,77,hres,115,1,,2017-01-31,1632,1
hres335-115,335,hres,115,13,4,2017-05-17,1583,17
hres101-115,101,hres,115,1,,2017-02-07,1284,1
hres563-115,563,hres,115,51,5,2017-10-10,1867,56
hres398-115,398,hres,115,4,,2017-06-21,1812,4
hres149-115,149,hres,115,3,1,2017-02-17,1803,4
hres50-115,50,hres,115,,1,2017-01-12,1343,1
hres64-115,64,hres,115,1,1,2017-01-27,1385,2
hres506-115,506,hres,115,1,,2017-09-06,1777,1
hres990-115,990,hres,115,,74,2018-07-11,1931,74
hres185-115,185,hres,115,16,10,2017-03-09,1683,26
hres1106-115,1106,hres,115,8,1,2018-09-28,1787,9
hres314-115,314,hres,115,112,29,2017-05-04,1699,141
hres851-115,851,hres,115,,1,2018-04-26,1643,1
hres620-115,620,hres,115,6,3,2017-11-14,1584,9
hres273-115,273,hres,115,15,,2017-04-20,604,15
hres615-115,615,hres,115,1,,2017-11-13,1615,1
hres203-115,203,hres,115,9,,2017-03-16,1678,9
hres786-115,786,hres,115,21,10,2018-03-15,1435,31
hres901-115,901,hres,115,4,,2018-05-17,617,4
hres130-115,130,hres,115,15,,2017-02-15,282,15
hres834-115,834,hres,115,145,,2018-04-18,1565,145
hres995-115,995,hres,115,,10,2018-07-16,1892,10
hres835-115,835,hres,115,22,39,2018-04-18,1530,61
hres80-115,80,hres,115,1,,2017-02-01,1162,1
hres436-115,436,hres,115,4,3,2017-07-11,1435,7
hres688-115,688,hres,115,4,3,2018-01-11,1284,7
hres813-115,813,hres,115,,4,2018-04-10,1700,4
hres195-115,195,hres,115,,23,2017-03-13,1990,23
hres857-115,857,hres,115,42,3,2018-04-27,1797,45
hres975-115,975,hres,115,165,,2018-06-28,1580,165
hres865-115,865,hres,115,11,,2018-04-27,1800,11
hres217-115,217,hres,115,7,,2017-03-21,1319,7
hres818-115,818,hres,115,60,,2018-04-11,1867,60
hres1006-115,1006,hres,115,11,15,2018-07-19,1793,26
hres673-115,673,hres,115,18,36,2017-12-21,1932,54
hres875-115,875,hres,115,,1,2018-05-07,1406,1
hres306-115,306,hres,115,2,,2017-05-02,1505,2
hres464-115,464,hres,115,6,8,2017-07-20,1615,14
hres142-115,142,hres,115,24,7,2017-02-16,1646,31
hres169-115,169,hres,115,17,1,2017-03-02,858,18
hres837-115,837,hres,115,10,19,2018-04-23,1961,29
hres206-115,206,hres,115,17,8,2017-03-17,1891,25
hres148-115,148,hres,115,1,,2017-02-17,1533,1
hres860-115,860,hres,115,43,,2018-04-27,347,43
hres311-115,311,hres,115,17,11,2017-05-03,1850,28
hres536-115,536,hres,115,1,,2017-09-25,1975,1
hres712-115,712,hres,115,,8,2018-01-22,1820,8
hres745-115,745,hres,115,5,10,2018-02-20,934,15
hres284-115,284,hres,115,50,,2017-04-26,1960,50
hres718-115,718,hres,115,3,1,2018-01-29,2004,4
hres369-115,369,hres,115,1,,2017-05-25,1612,1
hres1136-115,1136,hres,115,1,,2018-10-26,1667,1
hres172-115,172,hres,115,33,3,2017-03-06,1758,36
hres802-115,802,hres,115,1,,2018-03-22,604,1
hres628-115,628,hres,115,7,,2017-11-16,1941,7
hres967-115,967,hres,115,6,24,2018-06-26,1915,30
hres345-115,345,hres,115,12,,2017-05-19,1758,12
hres338-115,338,hres,115,19,,2017-05-18,1680,19
hres1045-115,1045,hres,115,2,,2018-08-28,872,2
hres449-115,449,hres,115,9,2,2017-07-14,347,11
hres1168-115,1168,hres,115,5,8,2018-12-03,621,13
hres557-115,557,hres,115,8,2,2017-10-04,617,10
hres724-115,724,hres,115,15,23,2018-02-05,1648,38
hres390-115,390,hres,115,182,,2017-06-16,1987,182
hres1121-115,1121,hres,115,95,4,2018-10-12,1804,99
hres430-115,430,hres,115,12,2,2017-07-06,1507,14
hres1035-115,1035,hres,115,4,32,2018-07-26,1544,36
hres1070-115,1070,hres,115,6,9,2018-09-17,1991,15
hres876-115,876,hres,115,114,,2018-05-08,1971,114
hres821-115,821,hres,115,2,,2018-04-11,1212,2
hres397-115,397,hres,115,4,3,2017-06-21,1985,7
hres904-115,904,hres,115,,2,2018-05-18,1987,2
hres204-115,204,hres,115,4,2,2017-03-16,99,6
hres251-115,251,hres,115,3,,2017-04-05,1076,3
hres849-115,849,hres,115,23,,2018-04-26,1613,23
hres716-115,716,hres,115,7,7,2018-01-29,1675,14
hres282-115,282,hres,115,15,4,2017-04-26,1538,19
hres183-115,183,hres,115,4,,2017-03-08,1971,4
hres1093-115,1093,hres,115,42,8,2018-09-27,1699,50
hres75-115,75,hres,115,15,,2017-01-31,284,15
hres585-115,585,hres,115,,1,2017-10-24,1979,1
hres520-115,520,hres,115,21,,2017-09-14,593,21
hres806-115,806,hres,115,3,1,2018-03-23,1840,4
hres363-115,363,hres,115,11,,2017-05-25,871,11
hres1063-115,1063,hres,115,12,6,2018-09-13,1948,18
hres1013-115,1013,hres,115,2,2,2018-07-23,1946,4
hres981-115,981,hres,115,4,8,2018-07-03,989,12
hres383-115,383,hres,115,8,,2017-06-13,1857,8
hres942-115,942,hres,115,4,,2018-06-14,515,4
hres1060-115,1060,hres,115,20,,2018-09-12,1591,20
hres455-115,455,hres,115,58,2,2017-07-18,693,60
hres741-115,741,hres,115,2,3,2018-02-16,1698,5
hres970-115,970,hres,115,,21,2018-06-27,1829,21
hres501-115,501,hres,115,8,,2017-09-05,1853,8
hres159-115,159,hres,115,3,,2017-02-28,1324,3
hres342-115,342,hres,115,16,4,2017-05-18,713,20
hres755-115,755,hres,115,56,1,2018-02-27,1542,57
hres622-115,622,hres,115,20,1,2017-11-15,1979,21
hres1125-115,1125,hres,115,15,3,2018-10-12,640,18
hres863-115,863,hres,115,24,,2018-04-27,1550,24
hres771-115,771,hres,115,1,,2018-03-13,1910,1
hres637-115,637,hres,115,,56,2017-11-30,1560,56
hres573-115,573,hres,115,1,2,2017-10-12,1750,3
hres146-115,146,hres,115,2,,2017-02-17,1797,2
hres357-115,357,hres,115,9,17,2017-05-25,1760,26
hres265-115,265,hres,115,5,,2017-04-06,1572,5
hres1171-115,1171,hres,115,10,,2018-12-06,1295,10
hres339-115,339,hres,115,7,1,2017-05-18,1562,8
hres680-115,680,hres,115,6,13,2018-01-08,515,19
hres30-115,30,hres,115,127,48,2017-01-06,515,175
hres1174-115,1174,hres,115,44,1,2018-12-10,1801,45
hres560-115,560,hres,115,38,4,2017-10-05,1390,42
hres723-115,723,hres,115,32,,2018-02-05,1507,32
hres578-115,578,hres,115,1,,2017-10-23,872,1
hres1149-115,1149,hres,115,1,5,2018-11-16,1002,6
hres584-115,584,hres,115,11,,2017-10-24,621,11
hres613-115,613,hres,115,8,15,2017-11-09,1503,23
hres912-115,912,hres,115,3,6,2018-05-24,1868,9
hres1124-115,1124,hres,115,19,,2018-10-12,1926,19
hres539-115,539,hres,115,11,1,2017-09-26,1319,12
hres219-115,219,hres,115,5,3,2017-03-21,1997,8
hres589-115,589,hres,115,3,1,2017-10-26,1782,4
hres279-115,279,hres,115,25,23,2017-04-26,2004,48
hres274-115,274,hres,115,79,54,2017-04-25,989,133
hres824-115,824,hres,115,4,6,2018-04-12,1963,10
hres625-115,625,hres,115,2,,2017-11-16,1886,2
hres246-115,246,hres,115,55,,2017-04-04,231,55
hres272-115,272,hres,115,,1,2017-04-08,1805,1
hres1151-115,1151,hres,115,1,2,2018-11-16,1579,3
hres653-115,653,hres,115,56,4,2017-12-07,1801,60
hres108-115,108,hres,115,22,,2017-02-07,1507,22
hres630-115,630,hres,115,136,93,2017-11-28,1895,229
hres960-115,960,hres,115,13,,2018-06-25,1999,13
hres456-115,456,hres,115,32,,2017-07-19,1605,32
hres805-115,805,hres,115,18,2,2018-03-22,1001,20
hres1075-115,1075,hres,115,,2,2018-09-20,1078,2
hres413-115,413,hres,115,48,8,2017-06-27,1890,56
hres1146-115,1146,hres,115,6,,2018-11-14,1572,6
hres466-115,466,hres,115,79,30,2017-07-20,1549,109
hres608-115,608,hres,115,1,2,2017-11-07,688,3
hres144-115,144,hres,115,15,,2017-02-16,1800,15
hres1036-115,1036,hres,115,9,,2018-07-26,1809,9
hres164-115,164,hres,115,65,7,2017-03-02,1390,72
hres522-115,522,hres,115,1,,2017-09-14,1324,1
hres632-115,632,hres,115,4,7,2017-11-28,1886,11
hres888-115,888,hres,115,40,,2018-05-10,1903,40
hres1033-115,1033,hres,115,,3,2018-07-26,1881,3
hres309-115,309,hres,115,6,1,2017-05-03,1614,7
hres1158-115,1158,hres,115,7,2,2018-11-20,1979,9
hres157-115,157,hres,115,7,6,2017-02-28,1614,13
hres421-115,421,hres,115,4,1,2017-06-28,1078,5
hres761-115,761,hres,115,78,6,2018-03-01,1390,84
hres740-115,740,hres,115,13,,2018-02-15,1777,13
hres938-115,938,hres,115,,3,2018-06-13,1829,3
hres20-115,20,hres,115,2,,2017-01-03,515,2
hres1137-115,1137,hres,115,13,4,2018-10-30,2001,17
hres267-115,267,hres,115,1,16,2017-04-06,1958,17
hres42-115,42,hres,115,1,1,2017-01-10,1803,2
hres948-115,948,hres,115,53,,2018-06-19,593,53
hres360-115,360,hres,115,2,1,2017-05-25,1827,3
hres1152-115,1152,hres,115,10,18,2018-11-16,1276,28
hres1081-115,1081,hres,115,15,,2018-09-25,1707,15
hres652-115,652,hres,115,22,,2017-12-07,1319,22
hres1071-115,1071,hres,115,,3,2018-09-20,1559,3
hres1163-115,1163,hres,115,18,2,2018-11-29,1459,20
hres932-115,932,hres,115,2,16,2018-06-08,983,18
hres31-115,31,hres,115,179,52,2017-01-06,1777,231
hres505-115,505,hres,115,21,7,2017-09-06,1474,28
hres920-115,920,hres,115,3,,2018-06-05,872,3
hres855-115,855,hres,115,12,1,2018-04-27,1935,13
hres167-115,167,hres,115,1,,2017-03-02,1846,1
hres141-115,141,hres,115,1,,2017-02-16,1835,1
hres104-115,104,hres,115,49,,2017-02-07,347,49
hres1022-115,1022,hres,115,2,9,2018-07-24,1841,11
hres684-115,684,hres,115,2,3,2018-01-11,1922,5
hres124-115,124,hres,115,24,3,2017-02-14,1520,27
hres153-115,153,hres,115,,1,2017-02-27,1542,1
hres491-115,491,hres,115,2,1,2017-07-28,1775,3
hres477-115,477,hres,115,,29,2017-07-26,1914,29
hres67-115,67,hres,115,3,,2017-01-27,347,3
hres951-115,951,hres,115,,1,2018-06-20,1451,1
hres639-115,639,hres,115,8,,2017-12-01,1397,8
hres1139-115,1139,hres,115,63,,2018-11-09,1591,63
hres334-115,334,hres,115,,1,2017-05-17,1558,1
hres606-115,606,hres,115,,3,2017-11-03,1914,3
hres161-115,161,hres,115,28,12,2017-03-01,1620,40
hres370-115,370,hres,115,119,,2017-05-26,1797,119
hres69-115,69,hres,115,34,19,2017-01-30,1945,53
hres121-115,121,hres,115,10,3,2017-02-13,1787,13
hres510-115,510,hres,115,8,13,2017-09-07,608,21
hres476-115,476,hres,115,17,1,2017-07-26,1397,18
hres138-115,138,hres,115,1,1,2017-02-16,282,2
hres1177-115,1177,hres,115,2,2,2018-12-11,1543,4
hres488-115,488,hres,115,23,,2017-07-28,1758,23
hres353-115,353,hres,115,11,2,2017-05-24,1966,13
hres706-115,706,hres,115,9,,2018-01-19,1385,9
hres886-115,886,hres,115,10,,2018-05-10,1212,10
hres391-115,391,hres,115,1,1,2017-06-16,1803,2
hres732-115,732,hres,115,2,2,2018-02-07,733,4
hres1111-115,1111,hres,115,19,4,2018-10-02,1699,23
hres544-115,544,hres,115,6,10,2017-09-28,1846,16
hres245-115,245,hres,115,2,7,2017-04-03,1917,9
hres416-115,416,hres,115,6,,2017-06-27,1904,6
hres877-115,877,hres,115,79,,2018-05-08,1919,79
hres528-115,528,hres,115,16,4,2017-09-14,688,20
hres92-115,92,hres,115,35,86,2017-02-06,1451,121
hres765-115,765,hres,115,3,1,2018-03-06,1699,4
hres358-115,358,hres,115,5,1,2017-05-25,1683,6
hres425-115,425,hres,115,10,,2017-06-29,1908,10
hres327-115,327,hres,115,33,4,2017-05-16,1406,37
hres717-115,717,hres,115,,35,2018-01-29,1914,35
hjres122-115,122,hjres,115,3,41,2017-12-01,1706,44
hjres6-115,6,hjres,115,1,42,2017-01-03,1806,43
hjres54-115,54,hjres,115,,1,2017-01-31,1720,1
hjres116-115,116,hjres,115,12,,2017-07-28,1960,12
hjres25-115,25,hjres,115,,1,2017-01-09,1756,1
hjres102-115,102,hjres,115,11,3,2017-05-25,1732,14
hjres117-115,117,hjres,115,5,6,2017-09-07,1917,11
hjres105-115,105,hjres,115,3,1,2017-06-06,99,4
hjres53-115,53,hjres,115,166,1,2017-01-31,1615,167
hjres57-115,57,hjres,115,,13,2017-02-01,1720,13
hjres32-115,32,hjres,115,1,2,2017-01-24,1504,3
hjres19-115,19,hjres,115,5,,2017-01-05,1605,5
hjres126-115,126,hjres,115,4,,2018-01-19,1579,4
hjres119-115,119,hjres,115,,15,2017-10-23,1868,15
hjres89-115,89,hjres,115,,4,2017-03-15,1877,4
hjres65-115,65,hjres,115,25,,2017-02-07,466,25
hjres132-115,132,hjres,115,,7,2018-04-10,2004,7
hjres134-115,134,hjres,115,3,7,2018-05-10,1872,10
hjres69-115,69,hjres,115,,2,2017-02-07,1264,2
hjres88-115,88,hjres,115,16,,2017-03-10,1322,16
hjres68-115,68,hjres,115,,2,2017-02-07,1831,2
hjres79-115,79,hjres,115,1,1,2017-02-16,608,2
hjres43-115,43,hjres,115,1,146,2017-01-30,1766,147
hjres78-115,78,hjres,115,1,1,2017-02-16,608,2
hjres27-115,27,hjres,115,,69,2017-01-12,1839,69
hjres140-115,140,hjres,115,56,,2018-09-13,1565,56
hjres94-115,94,hjres,115,,1,2017-04-05,1475,1
hjres113-115,113,hjres,115,19,,2017-07-20,1406,19
hjres40-115,40,hjres,115,1,119,2017-01-30,608,120
hjres61-115,61,hjres,115,,31,2017-02-02,1694,31
hjres141-115,141,hjres,115,,1,2018-09-26,1558,1
hjres9-115,9,hjres,115,,3,2017-01-03,1913,3
hjres56-115,56,hjres,115,,10,2017-02-01,1489,10
hjres67-115,67,hjres,115,,7,2017-02-07,1980,7
hjres59-115,59,hjres,115,,65,2017-02-01,1843,65
hjres55-115,55,hjres,115,,6,2017-01-31,1855,6
hjres90-115,90,hjres,115,7,,2017-03-16,1588,7
hjres12-115,12,hjres,115,,4,2017-01-03,1624,4
hjres104-115,104,hjres,115,7,,2017-05-25,1954,7
hjres42-115,42,hjres,115,,35,2017-01-30,1284,35
hjres100-115,100,hjres,115,12,1,2017-04-27,1406,13
hjres70-115,70,hjres,115,,6,2017-02-09,1264,6
hjres136-115,136,hjres,115,2,,2018-06-27,621,2
hjres72-115,72,hjres,115,,9,2017-02-14,1889,9
hjres129-115,129,hjres,115,171,,2018-02-27,319,171
hjres101-115,101,hjres,115,2,2,2017-05-18,1872,4
hjres52-115,52,hjres,115,,7,2017-01-31,1968,7
hjres33-115,33,hjres,115,164,5,2017-01-24,733,169
hjres66-115,66,hjres,115,,7,2017-02-07,1582,7
hjres145-115,145,hjres,115,19,,2018-12-13,934,19
hjres63-115,63,hjres,115,,6,2017-02-03,1717,6
hjres76-115,76,hjres,115,7,1,2017-02-16,570,8
hjres133-115,133,hjres,115,1,1,2018-04-17,608,2
hjres36-115,36,hjres,115,,40,2017-01-30,1504,40
hjres39-115,39,hjres,115,,140,2017-01-30,1820,140
hjres51-115,51,hjres,115,25,182,2017-01-31,1669,207
hjres4-115,4,hjres,115,1,,2017-01-03,1842,1
hjres38-115,38,hjres,115,,71,2017-01-30,1749,71
hjres7-115,7,hjres,115,,3,2017-01-03,1913,3
hjres87-115,87,hjres,115,,3,2017-03-10,1671,3
hjres45-115,45,hjres,115,,5,2017-01-30,1831,5
hjres31-115,31,hjres,115,139,1,2017-01-24,1683,140
hjres77-115,77,hjres,115,1,11,2017-02-16,1906,12
hjres28-115,28,hjres,115,2,,2017-01-13,347,2
hjres115-115,115,hjres,115,3,,2017-07-27,1542,3
hjres91-115,91,hjres,115,1,,2017-03-23,1974,1
hjres82-115,82,hjres,115,,3,2017-02-16,2001,3
hjres13-115,13,hjres,115,,2,2017-01-03,1849,2
hjres135-115,135,hjres,115,2,10,2018-06-05,2004,12
hjres2-115,2,hjres,115,1,64,2017-01-03,450,65
hjres86-115,86,hjres,115,,16,2017-03-08,1499,16
hjres41-115,41,hjres,115,,33,2017-01-30,1731,33
hjres83-115,83,hjres,115,,11,2017-02-21,1864,11
hjres21-115,21,hjres,115,,2,2017-01-06,1738,2
hjres74-115,74,hjres,115,37,,2017-02-15,1858,37
hjres29-115,29,hjres,115,,14,2017-01-13,1955,14
hjres50-115,50,hjres,115,,17,2017-01-31,1714,17
hjres80-115,80,hjres,115,1,1,2017-02-16,608,2
hjres103-115,103,hjres,115,,3,2017-05-25,1752,3
hjres130-115,130,hjres,115,,58,2018-02-27,1889,58
hjres144-115,144,hjres,115,2,,2018-12-11,1960,2
hjres44-115,44,hjres,115,,16,2017-01-30,1892,16
hjres92-115,92,hjres,115,7,,2017-03-28,1895,7
hjres37-115,37,hjres,115,,17,2017-01-30,1530,17
hjres120-115,120,hjres,115,10,1,2017-10-31,1605,11
hjres146-115,146,hjres,115,,6,2018-12-21,1970,6
hjres17-115,17,hjres,115,,9,2017-01-04,1738,9
hjres11-115,11,hjres,115,,26,2017-01-03,1936,26
hjres58-115,58,hjres,115,,13,2017-02-01,1638,13
hjres111-115,111,hjres,115,,34,2017-07-20,1845,34
hjres110-115,110,hjres,115,1,,2017-07-19,1750,1
hjres24-115,24,hjres,115,,1,2017-01-09,1756,1
hjres47-115,47,hjres,115,,6,2017-01-30,1264,6
hjres48-115,48,hjres,115,64,1,2017-01-30,871,65
hjres1-115,1,hjres,115,,38,2017-01-03,450,38
hjres139-115,139,hjres,115,1,2,2018-09-12,621,3
hjres118-115,118,hjres,115,4,3,2017-10-12,1628,7
hjres85-115,85,hjres,115,,7,2017-03-01,1915,7
hjres15-115,15,hjres,115,1,1,2017-01-04,1732,2
hjres95-115,95,hjres,115,8,1,2017-04-06,593,9
hjres73-115,73,hjres,115,,45,2017-02-14,1852,45
hjres107-115,107,hjres,115,13,,2017-06-29,1967,13
hjres75-115,75,hjres,115,13,,2017-02-15,282,13
hjres106-115,106,hjres,115,,3,2017-06-22,1901,3
hjres62-115,62,hjres,115,,3,2017-02-03,1686,3
hjres60-115,60,hjres,115,,7,2017-02-02,1968,7
hjres34-115,34,hjres,115,,1,2017-01-27,1264,1
hjres8-115,8,hjres,115,,1,2017-01-03,1913,1
hjres26-115,26,hjres,115,39,,2017-01-10,621,39
hjres98-115,98,hjres,115,,1,2017-04-08,1978,1
hjres93-115,93,hjres,115,,2,2017-04-03,1458,2
hjres71-115,71,hjres,115,,22,2017-02-13,1700,22
hjres46-115,46,hjres,115,,6,2017-01-30,1695,6
hjres14-115,14,hjres,115,,1,2017-01-04,1864,1
hjres121-115,121,hjres,115,,20,2017-11-16,1718,20
hr3848-115,3848,hr,115,13,,2017-09-27,934,13
hr4068-115,4068,hr,115,2,2,2017-10-12,1818,4
hr5346-115,5346,hr,115,1,2,2018-03-20,1631,3
hr4413-115,4413,hr,115,1,20,2017-11-15,1489,21
hr1928-115,1928,hr,115,134,65,2017-04-05,1675,199
hr3440-115,3440,hr,115,198,6,2017-07-26,1001,204
hr6036-115,6036,hr,115,,1,2018-06-07,1614,1
hr7040-115,7040,hr,115,2,,2018-10-05,1836,2
hr2016-115,2016,hr,115,2,4,2017-04-06,325,6
hr5881-115,5881,hr,115,1,5,2018-05-18,1564,6
hr2635-115,2635,hr,115,21,,2017-05-24,1926,21
